,ATC_Code,cids,Compound_Name
2114,C01BB02,4178,Mexiletine
2115,N06AX03,4184,Mianserin
2116,L01DB03,41867,Epirubicin
2117,J01FA08,418931,Troleandomycin
2118,A01AB09,4189,Miconazole
2119,N05CD08,4192,Midazolam
2120,C01CA17,4195,Midodrine
2121,C01CE02,4197,Milrinone
2122,N06AX07,4199,Minaprine
2123,J01DC09,42008,Cefmetazole
2124,C02DC01,4201,Minoxidil
2125,N06AX11,4205,Mirtazapine
2126,L01AX01,4208,Mitobronitol
2127,N01AB07,42113,Desflurane
2128,L01XX23,4211,Mitotane
2129,L01DB07,4212,Mitoxantrone
2130,A03AC05,42262,Tiropramide
2131,N06AG02,4235,Moclobemide
2132,N06BA07,4236,Modafinil
2133,C01DX12,4238,Molsidomine
2134,C01CA13,42396,Prenalterol
2135,C01DX12,4239,Molsidomine
2136,L01DB05,424364,Zorubicin
2137,N05AD04,4249,Moperone
2138,R06AX32,42553,Sequifenadine
2139,N05AX10,4257,Mosapramine
2140,J05AP04,42601552,Faldaprevir
2141,A07AA11,42608884,Rifaximin
2142,C04AX10,4260,Moxisylyte
2143,L01EC01,42611257,Vemurafenib
2144,J01GB14,42613186,Plazomicin
2145,L01XH05,4261,Entinostat
2146,L01XA02,426756,Carboplatin
2147,A01AB10,4283516,Natamycin
2148,P03BX01,4284,Diethyltoluamide
2149,C01BC07,42884,Lorcainide
2150,L01DB06,42890,Idarubicin
2151,R03AC05,431097,Rimiterol
2152,N06AX10,432824,Oxaflozane
2153,D11AX22,4330618,Ivermectin
2154,J01DC11,43507,Ceforanide
2155,J01DC06,43594,Cefonicid
2156,L01XX24,436058,Pegaspargase
2157,J01CA12,43672,Piperacillin
2158,A10BH01,4369359,Sitagliptin
2159,J01DC07,43708,Cefotiam
2160,R05CB08,43814,Domiodol
2161,N06AB05,43815,Paroxetine
2162,M01AX05,439213,Glucosamine
2163,C01CA03,439260,Norepinephrine
2164,N06AX01,439280,Oxitriptan
2165,H01BB02,439302,Oxytocin
2166,J01GB13,439318,Bekanamycin
2167,S01AA15,439369,Dihydrostreptomycin
2168,C01AC01,439501,G-strophanthin
2169,L01XX08,439693,Pentostatin
2170,C09AA01,44093,Captopril
2171,J01DD03,44097,Cefsulodin
2172,M01AX01,4409,Nabumetone
2173,C01BA01,441074,Quinidine
2174,D10AF05,4410,Nadifloxacin
2175,C07AA17,44112,Bopindolol
2176,J01DH02,441130,Meropenem
2177,D01AA08,441140,Griseofulvin
2178,N03AG05,44115,Progabide
2179,A10BF01,441184,Acarbose
2180,J01DC01,441199,Cefoxitin
2181,C01AA04,441207,Digitoxin
2182,N06AF04,441233,Tranylcypromine
2183,J05AE01,441243,Saquinavir
2184,D06BA01,441244,Silver sulfadiazine
2185,L01CD01,441276,Paclitaxel
2186,N02AD01,441278,Pentazocine
2187,M03AC01,441289,Pancuronium
2188,J05AF06,441300,Abacavir
2189,D06AX07,441305,Gentamicin
2190,J01GB07,441306,Netilmicin
2191,A10BF02,441314,Miglitol
2192,D07AC13,441335,Mometasone
2193,V08CA07,44134719,Ferric ammonium citrate
2194,C02KB01,441350,Metirosine
2195,M03AC09,441351,Rocuronium bromide
2196,D08AK04,441373,Merbromin
2197,G01AG02,441383,Terconazole
2198,H02CA02,44139752,Osilodrostat
2199,J01CA06,441397,Bacampicillin
2200,J01XX08,441401,Linezolid
2201,A07AA10,44144393,Colistin
2202,V08CA04,44144429,Gadoteridol
2203,A08AA07,441457,Cathine
2204,A07BC01,441476,Pectin
2205,B06AC03,44152182,Ecallantide
2206,L01CD01,44155032,Paclitaxel
2207,B03BA01,44176380,Cyanocobalamin
2208,C04AX21,4417,Naftidrofuryl
2209,C01AC03,441853,Cymarin
2210,J01DD12,44187,Cefoperazone
2211,L04AA37,44205240,Baricitinib
2212,C04AX24,442151,Visnadine
2213,J01MB02,4421,Nalidixic acid
2214,S01EX06,44230575,Omidenepag
2215,A06AC06,44263857,Methylcellulose
2216,H01CB03,44270249,Lanreotide
2217,A03FA02,44279790,Cisapride
2218,H01CB01,44291156,Somatostatin
2219,C01BA13,442912,Hydroquinidine
2220,N07BA04,442949,Cytisine
2221,C01BA04,442965,Sparteine
2222,J01DD02,44298077,Ceftazidime
2223,J01DE02,443081,Cefpirome
2224,H01CB02,44311916,Octreotide
2225,C03BC01,443130,Mersalyl
2226,A10BF01,4432690,Acarbose
2227,P01BB02,443381,Cycloguanil embonate
2228,J01CA18,443387,Hetacillin
2229,N02AD02,443405,Phenazocine
2230,A12CB02,443445,Zinc gluconate
2231,M03AA01,44345559,Alcuronium
2232,V08CA01,4436967,Gadopentetic acid
2233,R01AA08,4436,Naphazoline
2234,A11HA31,443753,Calcium pantothenate
2235,H01CB01,44377662,Somatostatin
2236,A07AA11,44384716,Rifaximin
2237,C08CA12,443869,Barnidipine
2238,C03DA04,443872,Eplerenone
2239,C09AA14,443874,Temocapril
2240,G04BD07,443879,Tolterodine
2241,G02AB03,443884,Ergometrine
2242,D07AC19,443936,Difluprednate
2243,G04BD08,443938,Solifenacin
2244,D07AD02,443943,Halcinonide
2245,V08AB01,443944,Metrizamide
2246,C01AA08,443946,Metildigoxin
2247,G02CB06,443951,Terguride
2248,N06BX18,443955,Vinpocetine
2249,D07AC11,443958,Amcinonide
2250,A11CC03,443990,Alfacalcidol
2251,V09AB01,443997,Iodine iofetamine (123I)
2252,G03CX01,444008,Tibolone
2253,V08CA06,444013,Gadoversetamide
2254,A10BF03,444020,Voglibose
2255,J01CR04,444022,Sultamicillin
2256,G04BD10,444031,Darifenacin
2257,J01FA06,444037,Roxithromycin
2258,G04BD08,44404147,Solifenacin
2259,N02CC02,4440,Naratriptan
2260,L01CA01,44417235,Vinblastine
2261,H01CB02,44420813,Octreotide
2262,L01CA04,44424639,Vinorelbine
2263,A07AA02,44424838,Nystatin
2264,A10BF01,444254,Acarbose
2265,M03AA01,44427888,Alcuronium
2266,L01EC02,44462760,Dabrafenib
2267,B03BA03,44475014,Hydroxocobalamin
2268,D10AD01,444795,Tretinoin
2269,N06AX02,444881,Tryptophan
2270,D05AX01,444972,Fumaric acid
2271,N06AX06,4449,Nefazodone
2272,N06AX12,444,Bupropion
2273,N02BG06,4450,Nefopam
2274,M09AA01,44511035,Hydroquinine
2275,A11CA01,445354,Retinol (vit A)
2276,C01EB07,445557,"Fructose 1,6-diphosphate"
2277,D11AH01,445643,Tacrolimus
2278,S01GX05,44564,Lodoxamide
2279,N07AA01,4456,Neostigmine
2280,B03AB04,445709,Ferric hydroxide
2281,D11AH06,44591583,Crisaborole
2282,L04AA42,44599207,Siponimod
2283,J05AP11,44603531,Grazoprevir
2284,B06AB01,446067,Hemin
2285,C10AA04,446155,Fluvastatin
2286,C10AA06,446156,Cerivastatin
2287,C10AA07,446157,Rosuvastatin
2288,N01BC01,446220,Cocaine
2289,J01FA02,44629935,Spiramycin
2290,B02BC08,44630049,Calcium alginate
2291,L01EF02,44631912,Ribociclib
2292,J05AG01,4463,Nevirapine
2293,L04AA06,446541,Mycophenolic acid
2294,D06AX09,446596,Mupirocin
2295,D10AF01,446598,Clindamycin
2296,J05AB15,446727,Brivudine
2297,J01XX01,446987,Fosfomycin
2298,J01FA10,447043,Azithromycin
2299,N06AF02,4472,Nialamide
2300,C01DB01,4474062,Flosequinan
2301,C08CA04,4474,Nicardipine
2302,C10AD01,4476,Niceritrol
2303,A05AA04,447715,Obeticholic acid
2304,P02DA01,4477,Niclosamide
2305,A10BK04,44814423,Ertugliflozin
2306,G03CB02,448537,Diethylstilbestrol
2307,C08CA05,4485,Nifedipine
2308,H01CB02,448601,Octreotide
2309,J01DE02,4487900,Cefpirome
2310,M02AA24,4487,Nifenazone
2311,B01AC16,448812,Eptifibatide
2312,M01AX02,4488,Niflumic acid
2313,D11AH04,449171,Alitretinoin
2314,R03DX07,449193,Roflumilast
2315,H01BB01,449224,Demoxytocin
2316,L02BB02,4493,Nilutamide
2317,C08CA10,4494,Nilvadipine
2318,M01AX17,4495,Nimesulide
2319,N05CD15,4496,Nimetazepam
2320,V09GA01,449763,Technetium (99mTc) sestamibi
2321,C08CA06,4497,Nimodipine
2322,C08CA07,4499,Nisoldipine
2323,P01BE02,45006102,Artemether
2324,J02AC02,45039617,Itraconazole
2325,V09IX04,450503,Fludeoxyglucose (18F)
2326,V09XA02,450510,Iodocholesterol (131I)
2327,B03AA02,45052495,Ferrous fumarate
2328,H05BA03,45055432,Calcitonin (human synthetic)
2329,V09IX12,450601,Fluciclovine (18F)
2330,N05CD02,4506,Nitrazepam
2331,A11CC03,45073394,Alfacalcidol
2332,C08CA08,4507,Nitrendipine
2333,J01FA13,45105094,Dirithromycin
2334,C01DA02,4510,Glyceryl trinitrate
2335,D11AX22,45114068,Ivermectin
2336,J05AX18,45138674,Letermovir
2337,L01DB04,451415,Aclarubicin
2338,L03AX09,451417,Thymopentin
2339,N06BX10,4514,Nizofenone
2340,L01BC08,451668,Decitabine
2341,R07AA01,452110,Colfosceril palmitate
2342,P01BE01,452191,Artemisinin
2343,D06BA01,452254,Silver sulfadiazine
2344,A11HA32,452306,Pantethine
2345,L01CB02,452548,Teniposide
2346,N06AX04,4528,Nomifensine
2347,A04AD01,452977,Scopolamine
2348,A05BA08,45356931,Glycyrrhizic acid
2349,D10AF01,45357041,Clindamycin
2350,A07AA10,45357147,Colistin
2351,B03BA03,45357193,Hydroxocobalamin
2352,G03CA57,45357473,Conjugated estrogens
2353,C09AA09,45357796,Fosinopril
2354,P01BE02,45357887,Artemether
2355,A05BA08,45358013,Glycyrrhizic acid
2356,L01CA02,45358158,Vincristine
2357,B01AC19,45358438,Beraprost
2358,L01DB08,45358767,Pirarubicin
2359,J05AP08,45375806,Sofosbuvir
2360,J05AP08,45375808,Sofosbuvir
2361,C01CA05,4538,Norfenefrine
2362,J01MA06,4539,Norfloxacin
2363,L01DB09,454216,Valrubicin
2364,N06AA10,4543,Nortriptyline
2365,M09AA01,45479755,Hydroquinine
2366,M01CB04,454937,Aurothioglucose
2367,A07XA01,454,Albumin tannate
2368,B06AB01,455658,Hemin
2369,A10BJ01,45588096,Exenatide
2370,H01CB04,45588099,Vapreotide
2371,J01FA06,45588114,Roxithromycin
2372,L01DC01,456190,Bleomycin
2373,J04AK08,456199,Pretomanid
2374,D01AC08,456201,Ketoconazole
2375,J01DC03,456255,Cefamandole
2376,P01BC02,456309,Mefloquine
2377,P01BE02,456408,Artemether
2378,P01BE05,456410,Artenimol
2379,J04AM03,456476,Ethambutol and isoniazid
2380,C04AA02,4567,Buphenine
2381,J01FA05,456832,Oleandomycin
2382,A07AA02,4568,Nystatin
2383,L01DA01,457193,Dactinomycin
2384,L01DC02,457831,Plicamycin
2385,L01XX18,457954,Tiazofurine
2386,J01FA13,4580358,Dirithromycin
2387,C01CA18,4581,Octopamine
2388,J01MA01,4583,Ofloxacin
2389,J01FA05,4587,Oleandomycin
2390,A02BC01,4594,Omeprazole
2391,A04AA01,4595,Ondansetron
2392,L01AA03,460612,Melphalan
2393,J02AX06,460691,Anidulafungin
2394,P02BA02,4612,Oxamniquine
2395,J01MA21,461399,Sitafloxacin
2396,M01AE12,4614,Oxaprozin
2397,R06AE06,4615,Oxatomide
2398,N05BA04,4616,Oxazepam
2399,J01DD04,46173365,Ceftriaxone
2400,A11CC02,46173763,Dihydrotachysterol
2401,A07AA12,46174142,Fidaxomicin
2402,L01EX12,46188928,Larotrectinib
2403,R05DB09,4619,Oxeladin
2404,C05AD06,4621,Oxetacaine
2405,L01EF03,46220502,Abemaciclib
2406,G01AX15,46222573,Copper usnate
2407,D01AC11,4623,Oxiconazole
2408,N06BX07,4626,Oxiracetam
2409,J01MB05,4628,Oxolinic acid
2410,C07AA02,4631,Oxprenolol
2411,D04AB03,4633,Oxybuprocaine
2412,G04BD04,4634,Oxybutynin
2413,R01AA05,4636,Oxymetazoline
2414,M01CB04,4640670,Aurothioglucose
2415,N05AE01,4640,Oxypertine
2416,M01AA03,4641,Oxyphenbutazone
2417,A03AA01,4642,Oxyphencyclimine
2418,J04AA01,4649,4-aminosalicylic acid
2419,N04BX01,4659569,Tolcapone
2420,L01CD01,4666,Paclitaxel
2421,J01FA13,46705321,Dirithromycin
2422,A11CC06,46705323,Calcifediol
2423,J01FA06,46705420,Roxithromycin
2424,M05BA03,4674,Pamidronic acid
2425,A11CC03,46780105,Alfacalcidol
2426,N05AH05,46780481,Asenapine
2427,M05BX03,46782942,Strontium ranelate
2428,A07AA11,46783403,Rifaximin
2429,B03BA05,46783729,Mecobalamin
2430,J01FA15,46783745,Telithromycin
2431,D10AF01,46783762,Clindamycin
2432,J01FA13,46783780,Dirithromycin
2433,J01FA03,46783782,Midecamycin
2434,B01AC08,46783786,Carbasalate calcium
2435,P01BE02,46783857,Artemether
2436,A02BC02,4679,Pantoprazole
2437,A03AD01,4680,Papaverine
2438,V09AX03,46847940,Iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane
2439,B03BA01,46853873,Cyanocobalamin
2440,J02AC04,468595,Posaconazole
2441,J02AX04,468682,Caspofungin
2442,A05BA08,46878350,Glycyrrhizic acid
2443,R03AC05,46886609,Rimiterol
2444,C02KC01,4688,Pargyline
2445,J01XX09,46930993,Daptomycin
2446,A02BX01,46936354,Carbenoxolone
2447,J01GB09,470999,Dibekacin
2448,J05AX10,471161,Maribavir
2449,N06BA05,4723,Pemoline
2450,M03AC04,47319,Atracurium
2451,N05CA01,4737,Pentobarbital
2452,C04AD03,4740,Pentoxifylline
2453,N05AB10,4744,Perazine
2454,C08EX02,4746,Perhexiline
2455,G01AF15,47472,Butoconazole
2456,N05AC01,4747,Periciazine
2457,N05AB03,4748,Perphenazine
2458,J01DD06,47499,Latamoxef
2459,C01AX02,4749,Peruvoside
2460,J01DD05,47521,Cefmenoxime
2461,C01DX16,47528,Nicorandil
2462,N03AX07,4753,Phenacemide
2463,N02BE03,4754,Phenacetin
2464,G04BX06,4756,Phenazopyridine
2465,D01AC08,47576,Ketoconazole
2466,C02DB03,47608,Endralazine
2467,B01AA02,4760,Phenindione
2468,D04AA16,4761,Pheniramine
2469,N03AA02,4763,Phenobarbital
2470,D01AE22,47641,Naftifine
2471,A06AB04,4764,Phenolphthalein
2472,V04CH03,4766,Phenolsulfonphthalein
2473,P03AC03,4767,Phenothrin
2474,C04AX02,4768,Phenoxybenzamine
2475,M03BA01,4770,Phenprobamate
2476,A08AA01,4771,Phentermine
2477,J02AX05,477468,Micafungin
2478,N04BC02,47811,Pergolide
2479,M01AA01,4781,Phenylbutazone
2480,R01BA01,4786,Phenylpropanolamine
2481,J01DB05,47965,Cefadroxil
2482,N05AL06,47979,Veralipride
2483,C01BC08,48041,Encainide
2484,A07AB02,4806,Phthalylsulfathiazole
2485,C02AC05,4810,Moxonidine
2486,B01AC03,4814,Picotamide
2487,R06AX23,4822,Pimethixene
2488,C02DG01,4826,Pinacidil
2489,C07AA03,4828,Pindolol
2490,A10BG03,4829,Pioglitazone
2491,N05AD05,4830,Pipamperone
2492,J01MB04,4831,Pipemidic acid
2493,A03AB14,4832,Pipenzolate
2494,P02CB01,4837,Piperazine
2495,A03AA30,4839,Piperidolate
2496,L01AX02,4842,Pipobroman
2497,N06BX03,4843,Piracetam
2498,L01DB08,4844,Pirarubicin
2499,R03AC08,4845,Pirbuterol
2500,A02BX03,4848,Pirenzepine
2501,C03CA03,4849,Piretanide
2502,N04BC08,4850,Piribedil
2503,N05CA20,48542,Etallobarbital
2504,J01MB03,4855,Piromidic acid
2505,A07AA05,4868,Polymyxin B
2506,C03AA05,4870,Polythiazide
2507,J01MA23,487101,Delafloxacin
2508,A12BA01,4873,Potassium chloride
2509,R05CA09,4874,Guaiacolsulfonate
2510,R05CA02,4875,Potassium iodide
2511,C07AB01,4883,Practolol
2512,V03AB04,4884,Pralidoxime
2513,C05AD07,4886,Pramocaine
2514,R03DC02,4887,Pranlukast
2515,S01BC09,4888,Pranoprofen
2516,N05BA11,4890,Prazepam
2517,D01AC19,489181,Efinaconazole
2518,P02BA01,4891,Praziquantel
2519,C02CA01,4893,Prazosin
2520,M03BX03,4904,Pridinol
2521,N01BB04,4906,Prilocaine
2522,P01BA03,4908,Primaquine
2523,N03AA03,4909,Primidone
2524,M04AB01,4911,Probenecid
2525,C10AX02,4912,Probucol
2526,C01BA02,4913,Procainamide
2527,C05AD05,4914,Procaine
2528,L01XB01,4915,Procarbazine
2529,R03AC16,4916,Procaterol
2530,N05AB04,4917,Prochlorperazine
2531,N04AA04,4919,Procyclidine
2532,M01AB14,4921,Proglumetacin
2533,A02BX06,4922,Proglumide
2534,J05AX27,492405,Favipiravir
2535,N05AA03,4926,Promazine
2536,D04AA10,4927,Promethazine
2537,C01BC03,4932,Propafenone
2538,A03AB05,4934,Propantheline
2539,A11HA04,493570,Riboflavin (vit B2)
2540,S01HA04,4935,Proxymetacaine
2541,N06BC02,4938,Propentofylline
2542,N05CM06,4940,Propiomazine
2543,G04BD06,4942,Propiverine
2544,N01AX10,4943,Propofol
2545,C07AA05,4946,Propranolol
2546,V08AD03,4949,Propyliodone
2547,P01BE03,49769200,Artesunate
2548,N06AA11,4976,Protriptyline
2549,R03DA03,4977,Proxyphylline
2550,P01BE01,49796325,Artemisinin
2551,A07AA05,49800004,Polymyxin B
2552,A04AA04,49800054,Dolasetron
2553,L01EX13,49803313,Gilteritinib
2554,L01ED03,49806720,Alectinib
2555,L04AA45,49831257,Filgotinib
2556,B02BX07,49843517,Lusutrombopag
2557,L01XX52,49846579,Venetoclax
2558,N07AA02,4991,Pyridostigmine
2559,D04AA02,4992,Mepyramine
2560,P01BD01,4993,Pyrimethamine
2561,N05CE03,4994,Pyrithyldione
2562,N05CD10,4999,Quazepam
2563,P01BE02,500199,Artemether
2564,N05AH04,5002,Quetiapine
2565,J01DD07,50194,Ceftizoxime
2566,L02AE01,50224,Buserelin
2567,L02AE01,50225,Buserelin
2568,J05AH04,502272,Laninamivir
2569,P02BX04,50248,Triclabendazole
2570,R01AC07,50294,Nedocromil
2571,A02BC04,5029,Rabeprazole
2572,G03XC01,5035,Raloxifene
2573,A02BX14,5042,Rebamipide
2574,D10AX02,5054,Resorcinol
2575,N07XX02,5070,Riluzole
2576,J05AC02,5071,Rimantadine
2577,N05AX08,5073,Risperidone
2578,N02CC04,5078,Rizatriptan
2579,L01EM04,50905713,Duvelisib
2580,M01AH02,5090,Rofecoxib
2581,B03BA04,50910203,Cobamamide
2582,B03BA04,50919618,Cobamamide
2583,L01EC03,50922675,Encorafenib
2584,B03BA03,50935334,Hydroxocobalamin
2585,R03DA11,50942,Doxofylline
2586,N04BC04,5095,Ropinirole
2587,L01EH03,51039094,Tucatinib
2588,J01DC04,51039,Cefaclor
2589,J01FA06,5106,Roxithromycin
2590,J01MA03,51081,Pefloxacin
2591,R02AA21,51167,Octenidine
2592,N01AH02,51263,Alfentanil
2593,J01FA03,5128452,Midecamycin
2594,P01BE02,51371128,Artemether
2595,M01CB04,51371222,Aurothioglucose
2596,B01AC11,51397006,Iloprost
2597,N02BA05,5147,Salicylamide
2598,R03AC12,5152,Salmeterol
2599,N02BA06,5161,Salsalate
2600,A16AX06,51634,Miglustat
2601,D08AX06,516875,Potassium permanganate
2602,B05CB04,516892,Sodium bicarbonate
2603,A12BA04,516893,Potassium hydrogencarbonate
2604,H03BC01,516900,Potassium perchlorate
2605,B05XA17,517044,Potassium acetate
2606,B05XA08,517045,Sodium acetate
2607,A16AX11,517055,Sodium benzoate
2608,N06BX16,51712,Pramiracetam
2609,D01AC12,51755,Fenticonazole
2610,A04AD01,5184,Scopolamine
2611,N05CA06,5193,Secobarbital
2612,L01AD03,5198,Semustine
2613,A06AB06,5199,Senna glycosides
2614,N01AB08,5206,Sevoflurane
2615,A08AA10,5210,Sibutramine
2616,A05BA03,5213,Silymarin
2617,D06BA01,5215,Silver sulfadiazine
2618,C10AB06,5217,Simfibrate
2619,C01DX18,5219,Linsidomine
2620,N02BB02,522325,Metamizole sodium
2621,A12CA01,5234,Sodium chloride
2622,A01AA01,5235,Sodium fluoride
2623,D07AC18,52421,Prednicarbate
2624,M05BA07,5245,Risedronic acid
2625,B05CA07,5251503,Noxytiolin
2626,A10BH02,5251896,Vildagliptin
2627,C07AA07,5253,Sotalol
2628,R01AC05,5255,Spaglumic acid
2629,A16AX03,5258,Sodium phenylbutyrate
2630,J01FA02,5266,Spiramycin
2631,J05AJ02,5277135,Elvitegravir
2632,G02AD02,5280360,Dinoprostone
2633,G02AD01,5280363,Dinoprost
2634,A11CC06,5280447,Calcifediol
2635,A11CC04,5280453,Calcitriol
2636,A11CA02,5280489,Betacarotene
2637,A05AX02,5280567,Hymecromone
2638,C01EA01,5280723,Alprostadil
2639,A11CC01,5280793,Ergocalciferol
2640,A11CC05,5280795,Colecalciferol
2641,C05CA01,5280805,Rutoside
2642,D11AX02,5280933,Gamolenic acid
2643,C02AA01,5280954,Rescinnamine
2644,A01AB04,5280965,Amphotericin B
2645,A07EA06,5281004,Budesonide
2646,J01DC10,5281006,Cefprozil
2647,A14AA05,5281034,Oxymetholone
2648,P02CX01,5281035,Pyrvinium
2649,C09CA02,5281037,Eprosartan
2650,R03DC03,5281040,Montelukast
2651,R01AC08,5281071,Olopatadine
2652,G02AD04,5281075,Carboprost
2653,N05CM08,5281077,Ethchlorvynol
2654,M03AC10,5281080,Mivacurium chloride
2655,N04BX02,5281081,Entacapone
2656,P02CC02,5281087,Oxantel
2657,A01AB10,5281099,Natamycin
2658,H05BX02,5281104,Paricalcitol
2659,H05BX03,5281107,Doxercalciferol
2660,P01AX10,5281518,Fumagillin
2661,C05CA03,5281613,Diosmin
2662,N05AF01,5281878,Flupentixol
2663,N05AF01,5281881,Flupentixol
2664,C01EB09,5281915,Ubidecarenone
2665,A02BA08,5282136,Lafutidine
2666,C08CA14,5282138,Cilnidipine
2667,J01FA07,5282165,Josamycin
2668,A11DA03,5282168,Benfotiamine
2669,J01FA03,5282169,Midecamycin
2670,D01AA04,5282176,Pecilocin
2671,A11CC03,5282181,Alfacalcidol
2672,A02BX07,5282182,Gefarnate
2673,J01FA11,5282188,Miocamycin
2674,G01AA11,5282200,Pentamycin
2675,J01FA12,5282211,Rokitamycin
2676,S01EE04,5282226,Travoprost
2677,G02AD03,5282237,Gemeprost
2678,J01DD14,5282242,Ceftibuten
2679,D05BB01,5282375,Etretinate
2680,D10AD04,5282379,Isotretinoin
2681,A02BB01,5282381,Misoprostol
2682,B01AC09,5282411,Epoprostenol
2683,V04CX01,5282412,Indocyanine green
2684,N06AA16,5282426,Dosulepin
2685,B01AC19,5282428,Beraprost
2686,R06AX07,5282443,Triprolidine
2687,B01AX05,5282448,Fondaparinux
2688,C10AA08,5282452,Pitavastatin
2689,C04AX27,5282459,Cinepazide
2690,C05BB01,5282489,Monoethanolamine oleate
2691,S01FA05,5282593,Homatropine
2692,A11CC03,5283718,Alfacalcidol
2693,A11CC03,5283723,Alfacalcidol
2694,A11CC06,5283731,Calcifediol
2695,D05AX04,5283734,Tacalcitol
2696,R05DA04,5284371,Codeine
2697,L04AD01,5284373,Ciclosporin
2698,A01AB10,5284447,Natamycin
2699,A04AD01,5284456,Scopolamine
2700,C01AA01,5284512,Acetyldigitoxin
2701,D05BB02,5284513,Acitretin
2702,R06AX18,5284514,Acrivastine
2703,A11CC03,5284515,Alfacalcidol
2704,J01DB11,5284529,Cefroxadine
2705,J01DD03,5284530,Cefsulodin
2706,G03DB06,5284533,Chlormadinone
2707,H02AB14,5284535,Cloprednol
2708,G03HA01,5284537,Cyproterone
2709,N02AA08,5284543,Dihydrocodeine
2710,S01EC03,5284549,Dorzolamide
2711,N06AA16,5284550,Dosulepin
2712,M03AC07,5284551,Doxacurium chloride
2713,C01DA13,5284553,Eritrityl tetranitrate
2714,G03DC04,5284557,Ethisterone
2715,A04AA02,5284566,Granisetron
2716,R05DA03,5284569,Hydrocodone
2717,N02AA03,5284570,Hydromorphone
2718,V04CX01,5284572,Indocyanine green
2719,J01FA07,5284579,Josamycin
2720,N03AX14,5284583,Levetiracetam
2721,J01DC08,5284585,Loracarbef
2722,H02AB15,5284587,Meprednisone
2723,A04AD11,5284592,Nabilone
2724,N07BB05,5284594,Nalmefene
2725,V03AB02,5284595,Nalorphine
2726,A06AH04,5284596,Naloxone
2727,G03DC31,5284597,Methylestrenolone
2728,J01FA05,5284598,Oleandomycin
2729,N02AA05,5284603,Oxycodone
2730,N02AA11,5284604,Oxymorphone
2731,B02BA01,5284607,Phytomenadione
2732,L01DC02,5284610,Plicamycin
2733,C01AB01,5284613,Proscillaridin
2734,R06AX08,5284614,Pyrrobutamine
2735,L04AA10,5284616,Sirolimus
2736,J01FA02,5284619,Spiramycin
2737,L01CB02,5284623,Teniposide
2738,N03AX11,5284627,Topiramate
2739,J01FA08,5284630,Troleandomycin
2740,G04BD09,5284632,Trospium
2741,N05CA09,5284636,Vinbarbital
2742,D05AX02,5288783,Calcipotriol
2743,N02AA01,5288826,Morphine
2744,J01FA02,5289394,Spiramycin
2745,J01FA08,5289436,Troleandomycin
2746,L01EA01,5291,Imatinib
2747,L04AA38,52938427,Ozanimod
2748,L01AD04,5300,Streptozocin
2749,J01DC05,53025,Cefotetan
2750,N07BA03,5310966,Varenicline
2751,C10AD06,5310993,Acipimox
2752,D07AB10,5311000,Alclometasone
2753,M03AA01,5311001,Alcuronium
2754,G02CX01,5311010,Atosiban
2755,S01EE03,5311027,Bimatoprost
2756,N04CX01,5311037,Istradefylline
2757,A02BX01,5311038,Carbenoxolone
2758,A03FA02,5311047,Cisapride
2759,D07AD01,5311051,Clobetasol
2760,D07AB21,5311052,Clocortolone
2761,A07AA10,5311054,Colistin
2762,H01BA02,5311065,Desmopressin
2763,D07AB08,5311066,Desonide
2764,D07AC03,5311067,Desoximetasone
2765,N05CM18,5311068,Dexmedetomidine
2766,A11CC02,5311071,Dihydrotachysterol
2767,M03AC07,5311076,Doxacurium chloride
2768,D07AC17,5311101,Fluticasone
2769,L02AE03,5311128,Goserelin
2770,D07AC21,5311167,Ulobetasol
2771,B01AC11,5311181,Iloprost
2772,C08CA09,5311217,Lacidipine
2773,S01EE01,5311221,Latanoprost
2774,A02BB02,5311225,Enprostil
2775,S01EE02,5311236,Unoprostone
2776,N02AF02,5311304,Nalbuphine
2777,A10BX03,5311309,Nateglinide
2778,A07AA02,5311331,Nystatin
2779,R03BB02,5311335,Oxitropium bromide
2780,N02AD02,5311353,Phenazocine
2781,R05DA08,5311356,Pholcodine
2782,H01CB04,5311370,Vapreotide
2783,N06AX18,5311403,Reboxetine
2784,H02AB12,5311412,Rimexolone
2785,C09AA11,5311447,Spirapril
2786,N03AX17,5311454,Stiripentol
2787,B06AA07,5311489,Trypsin
2788,L01CA04,5311497,Vinorelbine
2789,B03BA01,5311498,Cyanocobalamin
2790,N05AF02,5311507,Clopenthixol
2791,L01XH01,5311,Vorinostat
2792,G04CA04,5312125,Silodosin
2793,G02AD05,5312153,Sulprostone
2794,M03AB01,5314,Suxamethonium
2795,A07AB04,5315,Succinylsulfathiazole
2796,J01CA16,5317,Sulbenicillin
2797,A03BA03,5318386,Hyoscyamine
2798,D01AC09,5318,Sulconazole
2799,D10AF06,5320,Sulfacetamide
2800,C10AA02,53232,Lovastatin
2801,G01AX06,5323714,Furazolidone
2802,J01ED01,5323,Sulfadimethoxine
2803,N06AB08,5324346,Fluvoxamine
2804,D10AF01,53245639,Clindamycin
2805,A07AB03,5324,Sulfaguanidine
2806,D06BA06,5325,Sulfamerazine
2807,J01ED04,5326,Sulfametoxydiazine
2808,N02BG07,53276,Flupirtine
2809,J01EB03,5327,Sulfadimidine
2810,L01EA04,5328940,Bosutinib
2811,B05CA04,5328,Sulfamethizole
