,ATC_Code,cids,Compound_Name,inchi_key,pert_id
758,N02BG06,4450,Nefopam,RGPDEAGGEXEMMM-UHFFFAOYSA-N,BRD-A78877355
759,A11CA01,445354,Retinol (vit A),FPIPGXGPPPQFEQ-OVSJKPMPSA-N,BRD-K22429181
760,D11AH01,445643,Tacrolimus,QJJXYPPXXYFBGM-LFZNUXCKSA-N,BRD-K69608737
761,S01GX05,44564,Lodoxamide,RVGLGHVJXCETIO-UHFFFAOYSA-N,BRD-K66937583
762,N07AA01,4456,Neostigmine,ALWKGYPQUAPLQC-UHFFFAOYSA-N,BRD-K18922609
763,D11AH06,44591583,Crisaborole,USZAGAREISWJDP-UHFFFAOYSA-N,BRD-K43230258
764,J05AP11,44603531,Grazoprevir,OBMNJSNZOWALQB-NCQNOWPTSA-N,BRD-K24943235
765,C10AA04,446155,Fluvastatin,FJLGEFLZQAZZCD-MCBHFWOFSA-N,BRD-K66296774
766,C10AA06,446156,Cerivastatin,SEERZIQQUAZTOL-ANMDKAQQSA-N,BRD-K81169441
767,C10AA07,446157,Rosuvastatin,BPRHUIZQVSMCRT-VEUZHWNKSA-N,BRD-K82941592
768,J05AG01,4463,Nevirapine,NQDJXKOVJZTUJA-UHFFFAOYSA-N,BRD-K15502390
769,L04AA06,446541,Mycophenolic acid,HPNSFSBZBAHARI-RUDMXATFSA-N,BRD-K63750851
770,D06AX09,446596,Mupirocin,MINDHVHHQZYEEK-HBBNESRFSA-N,BRD-K15262564
771,D10AF01,446598,Clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,BRD-K23586533
772,D10AF01,446598,Clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,BRD-A43673346
773,J01FA10,447043,Azithromycin,MQTOSJVFKKJCRP-BICOPXKESA-N,BRD-K74501079
774,N06AF02,4472,Nialamide,NOIIUHRQUVNIDD-UHFFFAOYSA-N,BRD-K12102668
775,C08CA04,4474,Nicardipine,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,BRD-A26711594
776,P02DA01,4477,Niclosamide,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,BRD-K35960502
777,G03CB02,448537,Diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,BRD-K45330754
778,C08CA05,4485,Nifedipine,HYIMSNHJOBLJNT-UHFFFAOYSA-N,BRD-K96354014
779,M02AA24,4487,Nifenazone,BRZANEXCSZCZCI-UHFFFAOYSA-N,BRD-K47407372
780,M01AX02,4488,Niflumic acid,JZFPYUNJRRFVQU-UHFFFAOYSA-N,BRD-K98763141
781,D11AH04,449171,Alitretinoin,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,BRD-K35483542
782,R03DX07,449193,Roflumilast,MNDBXUUTURYVHR-UHFFFAOYSA-N,BRD-K03194791
783,L02BB02,4493,Nilutamide,XWXYUMMDTVBTOU-UHFFFAOYSA-N,BRD-K23566484
784,C08CA10,4494,Nilvadipine,FAIIFDPAEUKBEP-UHFFFAOYSA-N,BRD-A84687895
785,M01AX17,4495,Nimesulide,HYWYRSMBCFDLJT-UHFFFAOYSA-N,BRD-K76775527
786,N05CD15,4496,Nimetazepam,GWUSZQUVEVMBPI-UHFFFAOYSA-N,BRD-K70883034
787,C08CA06,4497,Nimodipine,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,BRD-A58048407
788,C08CA07,4499,Nisoldipine,VKQFCGNPDRICFG-UHFFFAOYSA-N,BRD-A84465106
789,N05CD02,4506,Nitrazepam,KJONHKAYOJNZEC-UHFFFAOYSA-N,BRD-K57930253
790,C08CA08,4507,Nitrendipine,PVHUJELLJLJGLN-UHFFFAOYSA-N,BRD-A02006392
791,D11AX22,45114068,Ivermectin,AZSNMRSAGSSBNP-ONDMGMIHSA-N,BRD-A48570745
792,J05AX18,45138674,Letermovir,FWYSMLBETOMXAG-QHCPKHFHSA-N,BRD-K94288301
793,N06BX10,4514,Nizofenone,WZGBZLHGOVJDET-UHFFFAOYSA-N,BRD-K84011460
794,L01BC08,451668,Decitabine,XAUDJQYHKZQPEU-KVQBGUIXSA-N,BRD-K79254416
795,N06AX04,4528,Nomifensine,XXPANQJNYNUNES-UHFFFAOYSA-N,BRD-A29644307
796,J01MA06,4539,Norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,BRD-K11196887
797,L01DB09,454216,Valrubicin,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,BRD-K72951360
798,N06AA10,4543,Nortriptyline,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,BRD-K91263825
799,J04AK08,456199,Pretomanid,ZLHZLMOSPGACSZ-NSHDSACASA-N,BRD-K96671969
800,D01AC08,456201,Ketoconazole,XMAYWYJOQHXEEK-OZXSUGGESA-N,BRD-K29113274
801,C04AA02,4567,Buphenine,PTGXAUBQBSGPKF-UHFFFAOYSA-N,BRD-A36267905
802,L01DA01,457193,Dactinomycin,RJURFGZVJUQBHK-IIXSONLDSA-N,BRD-K70578146
803,C01CA18,4581,Octopamine,QHGUCRYDKWKLMG-UHFFFAOYSA-N,BRD-A14240607
804,J01MA01,4583,Ofloxacin,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,BRD-A24228527
805,A02BC01,4594,Omeprazole,SUBDBMMJDZJVOS-UHFFFAOYSA-N,BRD-A55962179
806,A04AA01,4595,Ondansetron,FELGMEQIXOGIFQ-UHFFFAOYSA-N,BRD-A19736161
807,L01AA03,460612,Melphalan,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,BRD-K87827419
808,M01AE12,4614,Oxaprozin,OFPXSFXSNFPTHF-UHFFFAOYSA-N,BRD-K25394294
809,R06AE06,4615,Oxatomide,BAINIUMDFURPJM-UHFFFAOYSA-N,BRD-K02079473
810,C05AD06,4621,Oxetacaine,FTLDJPRFCGDUFH-UHFFFAOYSA-N,BRD-K56940463
811,L01EF03,46220502,Abemaciclib,UZWDCWONPYILKI-UHFFFAOYSA-N,BRD-K33622447
812,D01AC11,4623,Oxiconazole,QRJJEGAJXVEBNE-UHFFFAOYSA-N,BRD-K88538023
813,J01MB05,4628,Oxolinic acid,KYGZCKSPAKDVKC-UHFFFAOYSA-N,BRD-K73394555
814,C07AA02,4631,Oxprenolol,CEMAWMOMDPGJMB-UHFFFAOYSA-N,BRD-A43671941
815,D04AB03,4633,Oxybuprocaine,CMHHMUWAYWTMGS-UHFFFAOYSA-N,BRD-K04185004
816,G04BD04,4634,Oxybutynin,XIQVNETUBQGFHX-UHFFFAOYSA-N,BRD-A65013509
817,R01AA05,4636,Oxymetazoline,WYWIFABBXFUGLM-UHFFFAOYSA-N,BRD-K16195444
818,M01AA03,4641,Oxyphenbutazone,HFHZKZSRXITVMK-UHFFFAOYSA-N,BRD-A33749298
819,J04AA01,4649,4-aminosalicylic acid,WUBBRNOQWQTFEX-UHFFFAOYSA-N,BRD-K80267133
820,N04BX01,4659569,Tolcapone,MIQPIUSUKVNLNT-UHFFFAOYSA-N,BRD-K10852020
821,L01CD01,4666,Paclitaxel,RCINICONZNJXQF-UHFFFAOYSA-N,BRD-A23723433
822,A11CC06,46705323,Calcifediol,JWUBBDSIWDLEOM-DWKIUPLPSA-N,BRD-A78971512
823,M05BA03,4674,Pamidronic acid,WRUUGTRCQOWXEG-UHFFFAOYSA-N,BRD-K58513245
824,A07AA11,46783403,Rifaximin,NZCRJKRKKOLAOJ-LGPAXTBISA-N,BRD-K89708791
825,A02BC02,4679,Pantoprazole,IQPSEEYGBUAQFF-UHFFFAOYSA-N,BRD-A22380646
826,A03AD01,4680,Papaverine,XQYZDYMELSJDRZ-UHFFFAOYSA-N,BRD-K15567136
827,C02KC01,4688,Pargyline,DPWPWRLQFGFJFI-UHFFFAOYSA-N,BRD-K83597974
828,J05AX10,471161,Maribavir,KJFBVJALEQWJBS-XUXIUFHCSA-N,BRD-K59524082
829,N06BA05,4723,Pemoline,NRNCYVBFPDDJNE-UHFFFAOYSA-N,BRD-A80793822
830,M03AC04,47319,Atracurium,YXSLJKQTIDHPOT-UHFFFAOYSA-N,BRD-A75935363
831,N05CA01,4737,Pentobarbital,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,BRD-A44448661
832,C04AD03,4740,Pentoxifylline,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,BRD-K57569181
833,C08EX02,4746,Perhexiline,CYXKNKQEMFBLER-UHFFFAOYSA-N,BRD-A19633847
834,G01AF15,47472,Butoconazole,SWLMUYACZKCSHZ-UHFFFAOYSA-N,BRD-A16665823
835,N05AB03,4748,Perphenazine,RGCVKNLCSQQDEP-UHFFFAOYSA-N,BRD-K10995081
836,C01DX16,47528,Nicorandil,LBHIOVVIQHSOQN-UHFFFAOYSA-N,BRD-K97752965
837,N03AX07,4753,Phenacemide,XPFRXWCVYUEORT-UHFFFAOYSA-N,BRD-K40905133
838,N02BE03,4754,Phenacetin,CPJSUEIXXCENMM-UHFFFAOYSA-N,BRD-K38323065
839,B01AA02,4760,Phenindione,NFBAXHOPROOJAW-UHFFFAOYSA-N,BRD-K70592963
840,D04AA16,4761,Pheniramine,IJHNSHDBIRRJRN-UHFFFAOYSA-N,BRD-A23072235
841,D01AE22,47641,Naftifine,OZGNYLLQHRPOBR-DHZHZOJOSA-N,BRD-K74141488
842,A06AB04,4764,Phenolphthalein,KJFMBFZCATUALV-UHFFFAOYSA-N,BRD-K19227686
843,P03AC03,4767,Phenothrin,SBNFWQZLDJGRLK-UHFFFAOYSA-N,BRD-A22106989
844,C04AX02,4768,Phenoxybenzamine,QZVCTJOXCFMACW-UHFFFAOYSA-N,BRD-A67799922
845,M03BA01,4770,Phenprobamate,CAMYKONBWHRPDD-UHFFFAOYSA-N,BRD-K22009844
846,A08AA01,4771,Phentermine,DHHVAGZRUROJKS-UHFFFAOYSA-N,BRD-K96319534
847,N04BC02,47811,Pergolide,YEHCICAEULNIGD-MZMPZRCHSA-N,BRD-K60770992
848,M01AA01,4781,Phenylbutazone,VYMDGNCVAMGZFE-UHFFFAOYSA-N,BRD-K10843433
849,J01DB05,47965,Cefadroxil,BOEGTKLJZSQCCD-UEKVPHQBSA-N,BRD-K63242551
850,A07AB02,4806,Phthalylsulfathiazole,PBMSWVPMRUJMPE-UHFFFAOYSA-N,BRD-K64659768
851,C02AC05,4810,Moxonidine,WPNJAUFVNXKLIM-UHFFFAOYSA-N,BRD-K77771411
852,B01AC03,4814,Picotamide,KYWCWBXGRWWINE-UHFFFAOYSA-N,BRD-K67277431
853,R06AX23,4822,Pimethixene,NZLVRVYNQYGMAB-UHFFFAOYSA-N,BRD-K88090157
854,C02DG01,4826,Pinacidil,IVVNZDGDKPTYHK-UHFFFAOYSA-N,BRD-A22897758
855,C02DG01,4826,Pinacidil,IVVNZDGDKPTYHK-UHFFFAOYSA-N,BRD-A43882281
856,C02DG01,4826,Pinacidil,IVVNZDGDKPTYHK-UHFFFAOYSA-N,BRD-A58207013
857,C07AA03,4828,Pindolol,JZQKKSLKJUAGIC-UHFFFAOYSA-N,BRD-A97701745
858,A10BG03,4829,Pioglitazone,HYAFETHFCAUJAY-UHFFFAOYSA-N,BRD-A48430263
859,N05AD05,4830,Pipamperone,AXKPFOAXAHJUAG-UHFFFAOYSA-N,BRD-K26801045
860,J01MB04,4831,Pipemidic acid,JOHZPMXAZQZXHR-UHFFFAOYSA-N,BRD-K08999871
861,A03AB14,4832,Pipenzolate,WPUKUEMZZRVAKZ-UHFFFAOYSA-N,BRD-A53561827
862,P02CB01,4837,Piperazine,GLUUGHFHXGJENI-UHFFFAOYSA-N,BRD-K13249881
863,A03AA30,4839,Piperidolate,KTHVBAZBLKXIHZ-UHFFFAOYSA-N,BRD-A97479839
864,N06BX03,4843,Piracetam,GMZVRMREEHBGGF-UHFFFAOYSA-N,BRD-K19456237
865,A02BX03,4848,Pirenzepine,RMHMFHUVIITRHF-UHFFFAOYSA-N,BRD-K89375097
866,C03CA03,4849,Piretanide,UJEWTUDSLQGTOA-UHFFFAOYSA-N,BRD-K87990216
867,N04BC08,4850,Piribedil,OQDPVLVUJFGPGQ-UHFFFAOYSA-N,BRD-K47936004
868,J01MB03,4855,Piromidic acid,RCIMBBZXSXFZBV-UHFFFAOYSA-N,BRD-K37682401
869,C07AB01,4883,Practolol,DURULFYMVIFBIR-UHFFFAOYSA-N,BRD-A41304429
870,C05AD07,4886,Pramocaine,DQKXQSGTHWVTAD-UHFFFAOYSA-N,BRD-K46523383
871,R03DC02,4887,Pranlukast,NBQKINXMPLXUET-UHFFFAOYSA-N,BRD-K97045029
872,S01BC09,4888,Pranoprofen,TVQZAMVBTVNYLA-UHFFFAOYSA-N,BRD-A64610707
873,P02BA01,4891,Praziquantel,FSVJFNAIGNNGKK-UHFFFAOYSA-N,BRD-A21858158
874,C02CA01,4893,Prazosin,IENZQIKPVFGBNW-UHFFFAOYSA-N,BRD-K49111258
875,M03BX03,4904,Pridinol,RQXCLMGKHJWMOA-UHFFFAOYSA-N,BRD-K17565903
876,N01BB04,4906,Prilocaine,MVFGUOIZUNYYSO-UHFFFAOYSA-N,BRD-A53952395
877,P01BA03,4908,Primaquine,INDBQLZJXZLFIT-UHFFFAOYSA-N,BRD-A55913614
878,N03AA03,4909,Primidone,DQMZLTXERSFNPB-UHFFFAOYSA-N,BRD-K32247306
879,M04AB01,4911,Probenecid,DBABZHXKTCFAPX-UHFFFAOYSA-N,BRD-K95237249
880,C10AX02,4912,Probucol,FYPMFJGVHOHGLL-UHFFFAOYSA-N,BRD-K72029282
881,C01BA02,4913,Procainamide,REQCZEXYDRLIBE-UHFFFAOYSA-N,BRD-K75089421
882,C05AD05,4914,Procaine,MFDFERRIHVXMIY-UHFFFAOYSA-N,BRD-K24616672
883,L01XB01,4915,Procarbazine,CPTBDICYNRMXFX-UHFFFAOYSA-N,BRD-K13032584
884,R03AC16,4916,Procaterol,FKNXQNWAXFXVNW-UHFFFAOYSA-N,BRD-A22684332
885,N05AB04,4917,Prochlorperazine,WIKYUJGCLQQFNW-UHFFFAOYSA-N,BRD-K19352500
886,N04AA04,4919,Procyclidine,WYDUSKDSKCASEF-UHFFFAOYSA-N,BRD-A31800922
887,A02BX06,4922,Proglumide,DGMKFQYCZXERLX-UHFFFAOYSA-N,BRD-A44863528
888,J05AX27,492405,Favipiravir,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,BRD-K04264130
889,N05AA03,4926,Promazine,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,BRD-K06980535
890,D04AA10,4927,Promethazine,PWWVAXIEGOYWEE-UHFFFAOYSA-N,BRD-A46335897
891,C01BC03,4932,Propafenone,JWHAUXFOSRPERK-UHFFFAOYSA-N,BRD-A26334849
892,A03AB05,4934,Propantheline,VVWYOYDLCMFIEM-UHFFFAOYSA-N,BRD-K90885812
893,A11HA04,493570,Riboflavin (vit B2),AUNGANRZJHBGPY-SCRDCRAPSA-N,BRD-K92760278
894,S01HA04,4935,Proxymetacaine,KCLANYCVBBTKTO-UHFFFAOYSA-N,BRD-K79116891
895,N06BC02,4938,Propentofylline,RBQOQRRFDPXAGN-UHFFFAOYSA-N,BRD-K59273480
896,N01AX10,4943,Propofol,OLBCVFGFOZPWHH-UHFFFAOYSA-N,BRD-K82255054
897,C07AA05,4946,Propranolol,AQHHHDLHHXJYJD-UHFFFAOYSA-N,BRD-A10070317
898,N06AA11,4976,Protriptyline,BWPIARFWQZKAIA-UHFFFAOYSA-N,BRD-K42098891
899,R03DA03,4977,Proxyphylline,KYHQZNGJUGFTGR-UHFFFAOYSA-N,BRD-A28887267
900,L01ED03,49806720,Alectinib,KDGFLJKFZUIJMX-UHFFFAOYSA-N,BRD-K11267252
901,L04AA45,49831257,Filgotinib,RIJLVEAXPNLDTC-UHFFFAOYSA-N,BRD-K16803204
902,L01XX52,49846579,Venetoclax,LQBVNQSMGBZMKD-UHFFFAOYSA-N,BRD-K62391742
903,N07AA02,4991,Pyridostigmine,RVOLLAQWKVFTGE-UHFFFAOYSA-N,BRD-K69688083
904,D04AA02,4992,Mepyramine,YECBIJXISLIIDS-UHFFFAOYSA-N,BRD-K97564742
905,P01BD01,4993,Pyrimethamine,WKSAUQYGYAYLPV-UHFFFAOYSA-N,BRD-K88429204
906,N05CE03,4994,Pyrithyldione,NZASCBIBXNPDMH-UHFFFAOYSA-N,BRD-K36116267
907,N05AH04,5002,Quetiapine,URKOMYMAXPYINW-UHFFFAOYSA-N,BRD-M66874015
908,N05AH04,5002,Quetiapine,URKOMYMAXPYINW-UHFFFAOYSA-N,BRD-K68867920
909,P02BX04,50248,Triclabendazole,NQPDXQQQCQDHHW-UHFFFAOYSA-N,BRD-K81916719
910,A02BC04,5029,Rabeprazole,YREYEVIYCVEVJK-UHFFFAOYSA-N,BRD-A39390670
911,G03XC01,5035,Raloxifene,GZUITABIAKMVPG-UHFFFAOYSA-N,BRD-K63828191
912,A02BX14,5042,Rebamipide,ALLWOAVDORUJLA-UHFFFAOYSA-N,BRD-A15909516
913,D10AX02,5054,Resorcinol,GHMLBKRAJCXXBS-UHFFFAOYSA-N,BRD-K74190368
914,N07XX02,5070,Riluzole,FTALBRSUTCGOEG-UHFFFAOYSA-N,BRD-K21283037
915,J05AC02,5071,Rimantadine,UBCHPRBFMUDMNC-UHFFFAOYSA-N,BRD-A75479906
916,N05AX08,5073,Risperidone,RAPZEAPATHNIPO-UHFFFAOYSA-N,BRD-K53857191
917,N02CC04,5078,Rizatriptan,ULFRLSNUDGIQQP-UHFFFAOYSA-N,BRD-K75699339
918,L01EM04,50905713,Duvelisib,SJVQHLPISAIATJ-ZDUSSCGKSA-N,BRD-K93468883
919,M01AH02,5090,Rofecoxib,RZJQGNCSTQAWON-UHFFFAOYSA-N,BRD-K21733600
920,R03DA11,50942,Doxofylline,HWXIGFIVGWUZAO-UHFFFAOYSA-N,BRD-K70507123
921,N04BC04,5095,Ropinirole,UHSKFQJFRQCDBE-UHFFFAOYSA-N,BRD-K15933101
922,J01DC04,51039,Cefaclor,QYIYFLOTGYLRGG-GPCCPHFNSA-N,BRD-K20338176
923,J01MA03,51081,Pefloxacin,FHFYDNQZQSQIAI-UHFFFAOYSA-N,BRD-K55034111
924,R03AC12,5152,Salmeterol,GIIZNNXWQWCKIB-UHFFFAOYSA-N,BRD-A01320529
925,N02BA06,5161,Salsalate,WVYADZUPLLSGPU-UHFFFAOYSA-N,BRD-K48892307
926,A16AX06,51634,Miglustat,UQRORFVVSGFNRO-UTINFBMNSA-N,BRD-K33251802
927,D01AC12,51755,Fenticonazole,ZCJYUTQZBAIHBS-UHFFFAOYSA-N,BRD-A33697453
928,A04AD01,5184,Scopolamine,STECJAGHUSJQJN-UHFFFAOYSA-N,BRD-A14566392
929,A08AA10,5210,Sibutramine,UNAANXDKBXWMLN-UHFFFAOYSA-N,BRD-A23359898
930,A05BA03,5213,Silymarin,SEBFKMXJBCUCAI-UHFFFAOYSA-N,BRD-A83815268
931,D06BA01,5215,Silver sulfadiazine,SEEPANYCNGTZFQ-UHFFFAOYSA-N,BRD-K32273377
932,C01DX18,5219,Linsidomine,FKDHHVKWGRFRTG-UHFFFAOYSA-N,BRD-K72922393
933,M05BA07,5245,Risedronic acid,IIDJRNMFWXDHID-UHFFFAOYSA-N,BRD-K05185389
934,C07AA07,5253,Sotalol,ZBMZVLHSJCTVON-UHFFFAOYSA-N,BRD-A33168282
935,J05AJ02,5277135,Elvitegravir,JUZYLCPPVHEVSV-LJQANCHMSA-N,BRD-K54472332
936,G02AD02,5280360,Dinoprostone,XEYBRNLFEZDVAW-ARSRFYASSA-N,BRD-K26521938
937,G02AD01,5280363,Dinoprost,PXGPLTODNUVGFL-YNNPMVKQSA-N,BRD-K81672972
938,A11CC04,5280453,Calcitriol,GMRQFYUYWCNGIN-NKMMMXOESA-N,BRD-K27316855
939,A11CA02,5280489,Betacarotene,OENHQHLEOONYIE-JLTXGRSLSA-N,BRD-K74225533
940,A05AX02,5280567,Hymecromone,HSHNITRMYYLLCV-UHFFFAOYSA-N,BRD-K46424862
941,C01EA01,5280723,Alprostadil,GMVPRGQOIOIIMI-DWKJAMRDSA-N,BRD-K52459643
942,C05CA01,5280805,Rutoside,IKGXIBQEEMLURG-NVPNHPEKSA-N,BRD-K20482099
943,D11AX02,5280933,Gamolenic acid,VZCCETWTMQHEPK-QNEBEIHSSA-N,BRD-K18059238
944,C02AA01,5280954,Rescinnamine,SZLZWPPUNLXJEA-QEGASFHISA-N,BRD-K52930707
945,A07EA06,5281004,Budesonide,VOVIALXJUBGFJZ-KWVAZRHASA-N,BRD-A34299591
946,C09CA02,5281037,Eprosartan,OROAFUQRIXKEMV-LDADJPATSA-N,BRD-K67977190
947,R03DC03,5281040,Montelukast,UCHDWCPVSPXUMX-TZIWLTJVSA-N,BRD-K69470111
948,R01AC08,5281071,Olopatadine,JBIMVDZLSHOPLA-LSCVHKIXSA-N,BRD-K67637637
949,N04BX02,5281081,Entacapone,JRURYQJSLYLRLN-BJMVGYQFSA-N,BRD-K83636919
950,P02CC02,5281087,Oxantel,VRYKTHBAWRESFI-VOTSOKGWSA-N,BRD-K66019333
951,H05BX02,5281104,Paricalcitol,BPKAHTKRCLCHEA-UBFJEZKGSA-N,BRD-K60585088
952,C05CA03,5281613,Diosmin,GZSOSUNBTXMUFQ-YFAPSIMESA-N,BRD-K94436377
953,N05AF01,5281881,Flupentixol,NJMYODHXAKYRHW-DVZOWYKESA-N,BRD-K70487031
954,A02BA08,5282136,Lafutidine,KMZQAVXSMUKBPD-DJWKRKHSSA-N,BRD-A67516570
955,C08CA14,5282138,Cilnidipine,KJEBULYHNRNJTE-DHZHZOJOSA-N,BRD-A02743701
956,A11CC03,5282181,Alfacalcidol,OFHCOWSQAMBJIW-AVJTYSNKSA-N,BRD-K49522529
957,S01EE04,5282226,Travoprost,MKPLKVHSHYCHOC-AHTXBMBWSA-N,BRD-K23976833
958,D05BB01,5282375,Etretinate,HQMNCQVAMBCHCO-DJRRULDNSA-N,BRD-K49076555
959,D10AD04,5282379,Isotretinoin,SHGAZHPCJJPHSC-XFYACQKRSA-N,BRD-K76723084
960,A02BB01,5282381,Misoprostol,OJLOPKGSLYJEMD-URPKTTJQSA-N,BRD-A72351335
961,R06AX07,5282443,Triprolidine,CBEQULMOCCWAQT-WOJGMQOQSA-N,BRD-K11742128
962,C10AA08,5282452,Pitavastatin,VGYFMXBACGZSIL-MCBHFWOFSA-N,BRD-K75958547
963,C04AX27,5282459,Cinepazide,RCUDFXMNPQNBDU-VOTSOKGWSA-N,BRD-K46839850
964,A11CC06,5283731,Calcifediol,JWUBBDSIWDLEOM-DTOXIADCSA-N,BRD-K77175907
965,D05AX04,5283734,Tacalcitol,BJYLYJCXYAMOFT-RSFVBTMBSA-N,BRD-K73237276
966,D05BB02,5284513,Acitretin,IHUNBGSDBOWDMA-AQFIFDHZSA-N,BRD-K62012036
967,R06AX18,5284514,Acrivastine,PWACSDKDOHSSQD-IUTFFREVSA-N,BRD-K50163129
968,A11CC03,5284515,Alfacalcidol,OFHCOWSQAMBJIW-GITLSTMWSA-N,BRD-K92644009
969,S01EC03,5284549,Dorzolamide,IAVUPMFITXYVAF-XPUUQOCRSA-N,BRD-K48617017
970,N06AA16,5284550,Dosulepin,PHTUQLWOUWZIMZ-GZTJUZNOSA-N,BRD-K54759182
971,G03DC04,5284557,Ethisterone,CHNXZKVNWQUJIB-CEGNMAFCSA-N,BRD-K03981224
972,N03AX14,5284583,Levetiracetam,HPHUVLMMVZITSG-LURJTMIESA-N,BRD-K49404994
973,J01DC08,5284585,Loracarbef,JAPHQRWPEGVNBT-UTUOFQBUSA-N,BRD-K28935038
974,A06AH04,5284596,Naloxone,UZHSEJADLWPNLE-GRGSLBFTSA-N,BRD-K67511046
975,L04AA10,5284616,Sirolimus,QFJCIRLUMZQUOT-HPLJOQBZSA-N,BRD-K89626439
976,L04AA10,5284616,Sirolimus,QFJCIRLUMZQUOT-HPLJOQBZSA-N,BRD-K84937637
977,N03AX11,5284627,Topiramate,KJADKKWYZYXHBB-XBWDGYHZSA-N,BRD-K29653726
978,D05AX02,5288783,Calcipotriol,LWQQLNNNIPYSNX-UROSTWAQSA-N,BRD-K56429665
979,L01EA01,5291,Imatinib,KTUFNOKKBVMGRW-UHFFFAOYSA-N,BRD-K92723993
980,L01AD04,5300,Streptozocin,ZSJLQEPLLKMAKR-UHFFFAOYSA-N,BRD-A12832192
981,N07BA03,5310966,Varenicline,JQSHBVHOMNKWFT-DTORHVGOSA-N,BRD-K18855837
982,C10AD06,5310993,Acipimox,DJQOOSBJCLSSEY-UHFFFAOYSA-N,BRD-K63736853
983,N04CX01,5311037,Istradefylline,IQVRBWUUXZMOPW-PKNBQFBNSA-N,BRD-K87774949
984,A03FA02,5311047,Cisapride,DCSUBABJRXZOMT-RBBKRZOGSA-N,BRD-K59163477
985,D07AC03,5311067,Desoximetasone,VWVSBHGCDBMOOT-IIEHVVJPSA-N,BRD-K30697463
986,L02AE03,5311128,Goserelin,BLCLNMBMMGCOAS-URPVMXJPSA-N,BRD-K99504665
987,B01AC11,5311181,Iloprost,HIFJCPQKFCZDDL-ACWOEMLNSA-N,BRD-A45664787
988,C08CA09,5311217,Lacidipine,GKQPCPXONLDCMU-CCEZHUSRSA-N,BRD-K43586850
989,S01EE01,5311221,Latanoprost,GGXICVAJURFBLW-CEYXHVGTSA-N,BRD-K10961822
990,N02AF02,5311304,Nalbuphine,NETZHAKZCGBWSS-CEDHKZHLSA-N,BRD-K66404838
991,N06AX18,5311403,Reboxetine,CBQGYUDMJHNJBX-MOPGFXCFSA-N,BRD-K32480324
992,H02AB12,5311412,Rimexolone,QTTRZHGPGKRAFB-OOKHYKNYSA-N,BRD-K31627533
993,N03AX17,5311454,Stiripentol,IBLNKMRFIPWSOY-FNORWQNLSA-N,BRD-A72441487
994,L01CA04,5311497,Vinorelbine,GBABOYUKABKIAF-IELIFDKJSA-N,BRD-K69280563
995,N05AF02,5311507,Clopenthixol,WFPIAZLQTJBIFN-DVZOWYKESA-N,BRD-K28761384
996,L01XH01,5311,Vorinostat,WAEXFXRVDQXREF-UHFFFAOYSA-N,BRD-K81418486
997,M03AB01,5314,Suxamethonium,AXOIZCJOOAYSMI-UHFFFAOYSA-N,BRD-K45497762
998,A07AB04,5315,Succinylsulfathiazole,SKVLYVHULOWXTD-UHFFFAOYSA-N,BRD-K01950558
999,D01AC09,5318,Sulconazole,AFNXATANNDIXLG-UHFFFAOYSA-N,BRD-A70649075
1000,D10AF06,5320,Sulfacetamide,SKIVFJLNDNKQPD-UHFFFAOYSA-N,BRD-K21520694
1001,C10AA02,53232,Lovastatin,PCZOHLXUXFIOCF-BXMDZJJMSA-N,BRD-K09416995
1002,G01AX06,5323714,Furazolidone,PLHJDBGFXBMTGZ-WEVVVXLNSA-N,BRD-K11756522
1003,J01ED01,5323,Sulfadimethoxine,ZZORFUFYDOWNEF-UHFFFAOYSA-N,BRD-K71125014
1004,N06AB08,5324346,Fluvoxamine,CJOFXWAVKWHTFT-XSFVSMFZSA-N,BRD-K53517854
1005,A07AB03,5324,Sulfaguanidine,BRBKOPJOKNSWSG-UHFFFAOYSA-N,BRD-K45086103
1006,D06BA06,5325,Sulfamerazine,QPPBRPIAZZHUNT-UHFFFAOYSA-N,BRD-K93524252
1007,N02BG07,53276,Flupirtine,JUUFBMODXQKSTD-UHFFFAOYSA-N,BRD-K50720187
1008,J01EB03,5327,Sulfadimidine,ASWVTGNCAZCNNR-UHFFFAOYSA-N,BRD-K11640013
1009,L01EA04,5328940,Bosutinib,UBPYILGKFZZVDX-UHFFFAOYSA-N,BRD-K99964838
1010,B05CA04,5328,Sulfamethizole,VACCAVUAMIDAGB-UHFFFAOYSA-N,BRD-K31682896
